,content,predicted,ground,star,item,brand
13417,"Mây không có gì để chê, pin hơi yếu, nhưng bù lại sạc nhanh từ 10% lên đầy có 1h30p, thất vọng vì mấy miếng dán màn hìnb tgdđ quá, tróc 2 mép, nhưng ra ngoài dán lại rồi ok.",1,1,4,samsung-galaxy-s9,samsung
13418,"Mình mới mua, ngoại hình rất đẹp, chụp hình đẹp nói chung thì rất ưng ý không biết xài lâu thì ra sao, mình thích màu xanh mà hiện chỗ TGDD tân biên không có NV rất nhiệt tình chạy chỗ khác đem về cho mình chị Trang hướng dẫn chi tiết và cụ thể, cảm ơn NVTGDD",1,1,5,samsung-galaxy-note-fe,samsung
13419,"Sản phẩm sử dụng rất tốt, Pin bền, tiện lợi trong quá trình sử sụng, giá thành rẻ, bền, đẹp",1,1,5,nokia-130-2017,nokia
13420,"Pin yếu.sac rất lâu, vao mạng hao pin nhanh.may hay bị nóng,bộ nhớ trong thấp.chup ảnh luôn bị đảo ngược.loa ngoài nho. Lúc nào phải cập nhật làm bộ nhớ máy phình to chạy chậm. máy nóng hay sap nguồn khỏi động mở nguồn rất lâu.",1,1,2,nokia-31-16gb,nokia
13421,"Thỉnh thoảng vô ứng dụng nào đó thì tự out , cảm ứng chưa mượt lắm, chưa mặc định hẳn labankey.",0,0,3,vivo-1610-y55s,vivo
13422,Nam 2016 tui có mua một chiếc oppo neo5 ở thế giới di động các chức năng rẽ sài mà bên dẹp lên mạng rất nhanh,1,1,3,oppo-neo-7,oppo
13423,"Mình đã được 1 người quen giới thiệu mua sản phẩm này và mình đang xài rất ok,rất mượt và bền và bây giờ mình chỉ xài dòng iPhone thôi",1,1,5,iphone-5s-16gb,iphone
13424,Mình mua máy này cũng lâu rồi mà dùng cũng thấy rất là ok,1,1,5,samsung-galaxy-note-3,samsung
13425,"Một từ thôi ""ngon"".Thiết kế bóng bẩy (của mình màu đen),chơi được liên quân,lắp thêm cái thẻ 16gb là đủ dùng.2tr vậy quá ngon,riêng cảm biến khuôn mặt chậm quá không nên dùng.",1,1,5,nokia-22,nokia
13426,Sản phầm có độ bền cao. Cấu hình mạnh chạy mướt nhanh và không bị lag Sử dụng lên mạng cả ngày mà không bị hết pin dù pin chỉ 3000.Chụp hình lấy nét cao. rõ và làm mờ nên rất tốt,1,1,5,samsung-galaxy-j7-plus,samsung
13427,Mọi thứ khác đều dùng được..chỉ có một điểm ko thích lắm.. gọi message và các ứng dụng khác đều rất mờ,1,1,3,xiaomi-redmi-note-7-64gb-trang,xiaomi
13428,"sản phẩm sử dụng mượt mà, chơi game ngon, nhưng hơi nóng tí, camera thì ảo diệu vô cùng, bộ nhớ nhiều nữa.",1,1,5,oppo-f1s-2017,oppo
13429,Nhân viên giao hàng nhanh nên Rất hài lòng với sản phẩm Xiaomi Redmi cấu hình máy rất mạnh để cho các bạn trải nghiệm game hot với pin trâu xài cả ngày chơi game cũng chưa hết mà giá thành thì thấp nên rất phù hợp cho các bạn trẻ hiện nay. Chất lượng máy thì để dùng thêm 1 thời gian mình sẽ trả lời nhé,1,1,4,xiaomi-redmi-4x,xiaomi
13430,Mới mua về 4 tháng hư khe cắm tay nghe . giờ phải giữ hãng bảo hành . quá chán . dòng máy ngoài camera ra mọi thứ đều không ổn lắm .,0,0,2,huawei-nova-3,huawei
13431,sau khi cap nhat he điều hành và bản vá mình cảm thấy sản phẩm tuyệt.pin trâu nha mọi người.su dụng cả ngày không nóng máy.bat sóng wifi khá tốt.nhieu bạn nói may cảm ứng không mượt nhưng mình cảm thấy máy khá trơn tru.nhu cầu cơ bản là ok luôn.nhân viên nhiệt tình.thanks TGDD & VSMART . ủng hộ hàng Việt Nam,1,1,5,vsmart-joy-1-plus,vsmart
13432,"Sản phẩm quá tốt cho các nhu cầu phổ thông,mượt mà các ứng dụng,game thì nhẹ nhàng thôi.",1,1,5,samsung-galaxy-j4,samsung
13433,"máy gõ tiếng Việt còn hơi khó, mà không đủ ký tự, phím bấm còn khá cứng bấm nhiều chắc sẽ êm hơn.",1,1,4,itel-it5020,itel
13434,"Máy nge rõ. Loa nhỏ. Âm Thanh nhỏ, pin bền nhanh hết, vỏ ọp ẹp..nge nhạc to giá rẻ",1,1,5,nokia-130,nokia
13435,Máy này dùng để chơi game thì hơi tệ nhưng để lên fb hay xem phim thì tốt. sử dụng tốt chức năng đầy đủ chỉ có hao pin nhanh mặc dù đã dọn rác .,1,1,3,mobell-f3,mobell
13436,"Sau 1 tuần sử dụng có cảm nhận như sau: Mẫu mã đẹp, màn hình lớn nên nhìn rất thích. Chơi game ok, pin trâu. Loa ổn đối với người ko quá khắt khe về âm thanh như mình. Xoá kí tự gõ sai có chút chậm. Mạng hơi chậm, load ảnh hoặc đăng FB mất 1 lúc mới xong :)) Cái buồn cười nhất là vân tay, lúc mới cài thì rất nhạy chạm phát ăn luôn, mà để vài hôm thì ko nhận diện đc, ngay sau đấy xoá vân tay cài lại thì lại nhạy :)) mà cùng 1 ngón tay và trạng thái (khô, ẩm) của tay nhé. Ko biết là do cái máy này hay sao đây. Nói chung so tầm giá thì em này khá ổn. Ae nào muốn mua ốp thì lên shopee kiếm chứ TGDD ko bán ốp của dòng này nha.",1,1,5,xiaomi-mi-9t,xiaomi
13437,sai lầm khi mua máy này xai một thời gian nó bi bay het màu sơn trên bàn phím lên nguồn bị chậm lại có lúc bi đơ màn hinh v..v,0,0,1,nokia-106,nokia
13438,"Mới sài 3 tháng mà camera lỗi, màn hình xuất hiện 1 chấm đen. Thấy máy ng ta vẫn ngon lành, chắc mình xui",0,0,1,samsung-galaxy-s10-plus-512gb,samsung
13439,"Sản phẩm dùng rất ok. Đã mua 1 oppo f5 youth màu đen, pin sạc nhanh dùng khỏe, camera sắc nét, máy thiết kế đẹp, nhận diện khuôn mặt nhanh, nhân viên tư vấn nhiệt tình,",1,1,5,oppo-f5-youth,oppo
13440,"Thiết kế đẹp, mỏng nhưng cứng cáp tạo sự yên tâm khi sử dụng. Camera tạm ổn. Pin sạc đầy từ 19% trong gần 3 tiếng. 100% lúc 20h và xài cường độ liên tục để check mail. zalo, thỉnh thoảng làm trận game đến tận 18h hôm sau vẫn còn trên 15%. (nếu không dùng nhiều có thể 2 ngày). Chuyển tác vụ khá mượt. Đây là vài đánh giá của mình về sản phẩm sau khi dùng 2 ngày (độ bền lâu dài chưa biết). Mua tại ĐMX Đức Lân - Mộ Đức ngày 14/7. Quản lí Kiên đẹp trai và nhân viên tư vấn Phụng xinh gái hỗ trợ rất chu đáo.",1,1,5,samsung-galaxy-a10,samsung
13441,Sản phẩm ok.trên cả tuyệt với.tôi rất hài lòng khi mua và dùng sản phẩm này,1,1,5,samsung-galaxy-e5,samsung
13442,"FAcebook chậm, có cũng như không, không load hình nổi, dùng nghe gọi phù hợp, giá hơi cao, bàn phím dễ thao tác.",1,1,3,nokia-222-dual-sim,nokia
13443,Máy ổn camera tốt ram ít nhưng sài rất ok mình rất thích máy này😊😀😀😊😀😀😊😊,1,1,5,samsung-galaxy-j1,samsung
13444,"đã dùng tròn 2 tuần giờ rivew cho các bác cân nhắc.ban đầu thì rất mượt,dùng sau hơn tuần bắt đầu pin tụt rất nhanh.trước khi đi ngủ đã sạc 100%.tắt hết ứng dụng ngầm và chỉ để wfi (tắt hết thông báo của mọi ứng dụng)sáng ngủ dậy còn 85% tức là chờ qua 1 đêm mất 15% chỉ đc cái có sạc nhanh kéo lại,nhưng chán nhất quả pin yếu quá.vân tay k nhậy nữa.chụp ảnh chấp nhận đc thôi chắc tính bỏ 20% ra đổi máy khác dùng vậy",0,0,2,oppo-k3,oppo
13445,"M mua sản phẩm này hôm 30 tết, theo cá nhân mình điểm mạnh của sp này là dung lượng pin lớn, camera nghiêng về tông màu sáng nên đẹp. Điểm yếu là xung đột phần mềm giữa các ứng dụng, 2 dãy loa ngoài nhưng thực tế chỉ sử dụng được 1 loa mà thôi.",1,1,3,huawei-y7-pro-2019,huawei
13446,"Dùng 1 tuần thấy lỗi bị lỗi đóng ứng dụng đột xuất nên rất hoang mang. Ban đầu thì nghe zingmp3 qua bluetooth thì bị tắt, mở lên thì thấy zingmp3 reset lại rồi (bị 3 lần). Chơi liên quân mượt nhưng bị 2 lần xong trận tự out ra màn hình chính. Ko biết dùng lâu dài còn bị gì nữa, cứ như máy mình là sản phẩm lỗi.",0,0,1,realme-2-pro,realme
13447,Cho hỏi dt này cách viết có đâu làm sao mua về ko sử dụng có đâu được . Chỉ giúp ế vs,1,1,5,samsung-galaxy-j2-core,samsung
13448,"Đang dùng Mi5 màu đen. Sản phẩm rất tốt, máy nhẹ, mỏng, chụp ảnh đẹp, màn hình đẹp 😂",1,1,4,xiaomi-mi-5,xiaomi
13449,"Sản phẩm đẹp, lướt êm, đã sử dụng được vài tháng, chưa bị đơ lần nào. Chụp hình đẹp. Pin tốt, lướt web thoải mái. Nhìn chung khá hài lòng",1,1,4,oppo-f5-youth,oppo
13450,"Gần như hoàn thiện với những bạn ít sd bộ nhớ nhiều...pin,camera,,, lúc định mua hơi sợ sợ nhưng mua về thì hơn mong đợi !!!!",1,1,5,mobiistar-zumbo-s-lite-2017,mobiistar
13451,Quá tệ mua chưa được 2tháng pin còn 100% mà hết pin tắt nguồn k hiểu nguyên nhân,0,0,1,samsung-galaxy-j1-mini,samsung
13452,"Xứng đáng là điện thoại nồi đồng cối đá, dùng pin quá trâu. Nhân viên nhiệt tình dù mua đt có mấy trăm nghìn. Đt dùng mãi ko hỏng",1,1,5,nokia-105-2017,nokia
13453,"Lúc e m mua máy Nokia 2: lúc đầu Sài thấy Ok rồi đó, ""pin trâu"" nghe nhạc lớn vs chụp hình đẹp. Mà m Sài máy thánh sao chưa đc 1 năm nữa! Mỗi lần nghe nhạc là nhỏ xíu à trong khi mấy máy khác rất lớn ? Lúc đầu thì lớn sau cái nghe nhỏ xíu à ko hài lòng, cần giải thích ạk",1,1,2,nokia-21,nokia
13454,"Điện thoại đẹp, bền cực, rớt từ bàn 1m2 xuống đất mà không sao, rất hài lòng với samsung",1,1,5,samsung-galaxy-j6-plus,samsung
13455,Noi chung con nay dung cũng được mình mua cũng được 6 tháng rồi dung cũng tạm có điều bắt 4g rất tệ tệ hơn những may khác,0,0,4,samsung-galaxy-a7-2018,samsung
13456,Neo7 chụp ảnh thì đẹp nhưng chơi game thì lag lắm máy chỉ phù hợp với người thích chụp ảnh thôi,1,1,3,oppo-neo-7,oppo
13457,"Mua được 1 ngày rồi, thấy ổn, mượt , ngon trong tầm giá, MIUI update bản mới tốt",1,1,5,xiaomi-redmi-7,xiaomi
13458,"Máy rất đẹp và xử lý tốt các chức năng, giá cả OK 5*, pin ko ảo , trong tầm giá này rất đáng sử dụng",1,1,5,coolpad-n3d,coolpad
13459,"Mình mua hơn tháng rồi ko có lỗi j,ốp theo máy khó vuốt,thiết kế bt màn hình nhô cao nên mọi ng mua ốp ngoài sẽ bằng màn hình vuốt rất thích luôn",1,1,5,realme-3-pro,realme
13460,"Máy dùng rất tốt, từ camera đến cấu hình , mọi thứ đều hoàn hảo. Nhân viên tư vấn bán hàng tận tình, chu đáo, nói chung rất hài lòng về máy và TGDD",1,1,5,huawei-nova-3,huawei
13461,Chỉ mình cách cài đặt chạm 2 lần tắt màn hình với. mình chỉ cài dc chạm 2 lần sáng màn hình thôi,1,1,3,vivo-y91,vivo
13462,"Pin tốt, cảm ứng nhạy, chạy các ứng dụng cơ bản mượt, nghe gọi rõ. Máy quá ổn với tầm giá này.",1,1,4,nokia-1,nokia
13463,"Thiết kế full màn hình đẹp, cấu hình cao, tốc độ xử lý nhanh, kết nối wifi mạnh, pin lâu, sạc nhanh, chơi game nặng vẫn không bị giật máy. Nhân viên bán hàng vui vẻ, tận tình với khách hàng. Rất hài lòng khi mua đồ ở điện máy xanh.",1,1,5,huawei-nova-3e,huawei
13464,"Ok nói trung máy sài đc, có nhược điểm là micro nằm vị trí ko hợp lý vì loa nằm phí sau khi lật máy để nghe thì bên kia ko nghe rõ mình nói😑🤨",1,1,4,itel-it2161,itel
13465,"Dùng được 1 tuần thấy máy dùng ok mỗi tội pin hao hơi nhanh, có lỗi nhỏ là phần thời gian tắt của màn hình dù cài đặt lại rồi nhưng sau 1 khoảng thời gian nó lại đổi thành 15s. Nhưng nói chung máy tốt trong tầm giá, nhân viên TGDD nhiệt tình",1,1,4,realme-2-pro-4gb-64gb,realme
13466,1. Bộ nhớ danh bạ chính xác là 300 chứ không phải 200 2. Loa nghe trong nhưng hơi nhỏ 3. Màn hình dễ vỡ (theo mình tự phán đoán thì 80% là mặt lưng tì vào xe máy trong lúc dắt xe) 4. Chức năng nghe FM không cần tai nghe quá kém (có ai dùng rồi cũng thấy như vậy không nhỉ),0,0,1,mobell-m690,mobell
13467,"Máy nhanh hét pin, yếu hơn xr. Dc cái đẹp sang như xs, màn hình sắc nét âm thah như 7plus",1,1,3,iphone-x-64gb,iphone
13468,"Sản phẩm đẹp chức năng êm , k trộn lẫn vào các đth khác , cằm nắm rất chắc, sang trọg",1,1,5,iphone-6s-plus-64gb,iphone
13469,"Mẫu mã đẹp, bảo mật vân tay tuyệt vời (hơn tất cả các dòng máy đã sd qua như ip, ss..), máy chạy mượt...có điều bin nhanh hết, nhanh nóng máy khi cầy game!",1,1,4,htc-one-a9,htc
13470,"Sau khi xài được hơn 3 tháng thì mình thấy hiệu năng của nó khá ổn, vẫn có vài hiện tượng giật lag, nhưng kể tới cái màn hình thì nó tệ kinh khủng, cảm ứng k nhạy và không chính xác, lâu lâu nhấn giữ một thời gian thì nó lại k nhận và còn bị lệch, tóm lại thì đt xài khá ổn nhưng vì cái màn hình mà làm mình cảm thấy khó chịu kinh khủng",1,1,3,xiaomi-redmi-note-6-pro-32gb,xiaomi
13471,"Tôi đã dùng OPPO R7 LITE được gần 2 năm cảm thấy sở hữu chiếc điện thoại này là rất tuyệt vời xứng đáng với số tiền mình bỏ ra. Máy có cấu hình mạnh mẽ chạy mượt, hỗ trợ bảo mật riêng tư tốt, có nhiều tính năng hỗ trợ thao tác trên màn hình cảm ứng nên hiếm khi tôi phải dùng đến phím cứng, có camera sau chụp ảnh đẹp đặc biệt camera trước chụp rất đẹp những ai hay chụp ảnh tự sướng nên mua máy này, hỗ trợ chạy đa cửa sổ điểm này rất hay tôi có thể vừa gọi điện video vừa xem youtube vừa nhắn tin trên Messenger hoặc chơi games....cùng một lúc. Có lẽ chỉ viên pin hơi yếu chút nhưng cũng chấp nhận được, khi sử dụng trên mạng 4G thu sóng tốt, đao loát khá nhanh. Tôi chưa chơi games nặng nhưng thường xuyên chơi các games nhẹ như cờ tướng online, đánh bài....thì rất tuyệt vời.",1,1,5,oppo-r7,oppo
13472,Máy ms mua dc 4 ngày nhưng có hiện tượng kêu nhẹ trên rìa thân máy gần nút nguồn,1,1,3,huawei-y7-prime,huawei
13473,"Mặt lưng bằng nhôm cứng cáp, cá tính. Màn hình hiển thị tốt. Chữ to rõ nét, bàn phím dễ thao tác. Pin máy cầm lâu. Hài lòng về sản phẩm. Chính sách bảo hành tốt . Cấu hình tốt, sử dụng êm , rất bền, mẫu đẹp thiết kế nhỏ gọn, rất tốt, loa rõ, bàn phím dễ thao tác,pin máy cầm lâu, an toàn và hiệu quả",1,1,5,nokia-230-khong-the,nokia
13474,"##ƯU ĐIỂM Sản phẩm quá hợp lý so với túi tiền 1. Chất lượng hoàn thiện tốt, k thua kém gì máy NOKIA trong khi giá chỉ có 1 nửa 2. Máy có nhiều chức năng hay: FM Radio( không cần tai nghe ), internet (2G), đèn pin, chế độ máy bay, đè phím 0 để khởi động/tắt chế độ tiết kiệm Pin, ấn nút kết thúc cuộc gọi để tắt màn hình 3. Tích hợp 2 Sim, 1 thẻ nhớ 4. Trọng lượng máy nhẹ, gọn, dể cầm nắm, màu sắc đẹp ( đỏ, đỏ đen ) 5. Dễ dàng sạc Pin với Cổng sạc micro USB, jack 3.5mm để nghe nhạc 6. Phím bấm tách rời, khá êm ( vì máy mới mua nên phím cứng nhưng chấp nhận được vì mình chủ yếu nghệ gọi, ít nhắn tin ) 7. Loa ( cả 2 loa ) nghe to rõ, không rè khi nghe gọi 8. Tự động cập nhật giờ khi gắn sim vào, nếu chưa kích hoạt tính năng này thì làm như sau: VÀO CÀI ĐẶT-->CÀI ĐẶT ĐIỆN THOẠI -->THỜI GIAN VÀ GIỜ --> bật CẬP NHẬT MÚI GIỜ TỰ ĐỘNG VÀ CẬP NHẬT GIỜ TỰ ĐỘNG lên, vậy là xong 9. Có nhá đèn Pin khi có thông báo 10. Có Bluetooth, Facebook luôn! 11. Thời lượng Pin ổn, sử dụng được 4 5 ngày, Sạc rất nhanh đầy ( khoảng 1 tiếng , vì cũng không để ý , chỉ nhắm tằm đó thôi ) 12. Có đèn bàn phím ( màu xanh ) dễ sử dụn trong MÀN ĐÊM ##NHƯỢC ĐIỂM 1. Không tùy chỉnh được đèn Pin ở các nút điều hướng ( trái phải lên xuống ) 2. Thương hiệu mới, chưa khẳng định được độ bền PS: tầm giá 160k mà có máy nghe gọi to rõ, phím tách biệt là NGON rồi Nhân viên bán hàng tư vấn tận tình, chủ đáo, giao hàng có điện thoại trước để thông báo thời gian giao ( có thể lệch thời gian so với hệ thống vì xác nhận đơn và có nhân viên giao hàng hay không, điều kiện đường xá ( đường xa, qua phà, cầu nhỏ, kẹt xe,...). Cảm ơn TGDĐ!",1,1,5,itel-it2123,itel
